text,label
ممكن تقولي الاوردر من الاول,X X X X X
عايزة اشوف الكارت بتاعي لو سمحت,X X X X X X
فيني زودكوا بعنوان بيتي,X X X X
عايز اعمل اوردر و مش عارف,X X X X X X
منفضلك احتاج لاى شخص لاتحدث معاه,X X X X X X
عايزة احدث البيانات,X X X
عايز اشوف المنيو لو سمحت,X X X X X
عايزة اضيف عنوان بيتي,X X X X
كنت عايزة امسح عنوان البيت,X X X X X
فيني شوف الأكل المفضل اذا بتريد,X X X X X X
فيني انتقل للخطوة يلي بعد هيك,X X X X X X
عايز انتقل لقائمتي المفضلة,X X X X
الاكل هستلمه امتى,X X X
لحمة,X
ممكن تحدثلى رقم تليفونى للرقم الجديد 010050045,X X X X X X phone
ارز,ItemName
بدي الحساب الحين,X X X
ايه المرحلة الي جاية,X X X X
بدى مساعده,X X
بدى اسال على اشياء,X X X X
شسوى,X
ابغى غير رقم تليفوني,X X X X
ساندوتش,X
وصلني للقائمة الرئيسية من فضلك,X X X X X
وريني الاوردرات القديمة,X X X
اعطنى الجساب اسا,X X X
فيني دخل عنوان البيت بليز,X X X X X
بدي بلش تابع الاوردر,X X X X
فيني غير بياناتي,X X X
ابي شوف الاكل يلي موجود,X X X X X
بدياك توصلني لحدا من ممثلي خدمة العملا بليز,X X X X X X X X
ممكن تورينى منيو ابو شقره فى الاسكندريه,X X X X X X X
طلعلى اخر حاجه طلبتها,X X X X
شيل لي عنوان البيت ده,X X X X X
عطيني قائمة الطعام المفضل لدي,X X X X X
عايزة اعدل رقم التليفون,X X X X
شكو ماكو,X X
من فضلك حولني بممثل خدمة عملا,X X X X X X
اريدك ان ترسل لي الأطباق الرئيسية بمطعم ستيك أوت,X X X X X X X X X
كم يستغرق من الوقت,X X X X
ليش لهلا ما وصل الاوردر,X X X X X
ابي راجع على الطلبات,X X X X
و زود على الاوردر 3 بيبسي دايت كانز,X X X X itemnumber ItemName ItemName ItemSize
هلأ بدي ضيف العنوان اذا بتريد,X X X X X X
عايز ارجع لمنيو الباستا,X X X MenuName
من فضلك دخل عنواني,X X X X
انا جوعان,X X
لو سمحت,X X
اديني الفاتورة من فضلك,X X X X
شوفلي الطلبات,X X
عايزة ازود التشيكن تندر ميل,X X ItemName ItemName ItemName
هل يمكنني رؤية الطلبات السابقة,X X X X X
بدياك تفرجيني قائمة الطلبات السابقة,X X X X X
بلكي اسأل عن شي,X X X X
كنت عايز اسجل العنوان,X X X X
عايز اسجل عنوان منزلي,X X X X
الف شكر,X X
عايز اغير الرقم المتسجل,X X X X
بدي عدل رقم الموبايل تبعي للرقم 0000112512,X X X X X X phone
ايه السبيشل النهاردة,X X X
اذا فيك تعرض لي طعامي المفضل,X X X X X X
زود وجبة البيج ماك,X ItemName ItemName ItemName
فيني شوف الاوردرات يلي طلبتها من قبل,X X X X X X X
ابعتلي منيو السوشي في اريجاتو الشيخ زايد,X X X X X X X
عايز اغير العنوان المتسجل,X X X X
راح بدل رقم موبايلي,X X X X
شصار بالأوردر,X X
اقدر اخد الحساب,X X X
عايزة اغير عنوان سكني,X X X X
اذا بدك اعطني الفاتورة,X X X X
عايز وجبتين دويتو,X itemnumber PredefinedMealName
لك احذف هاي العنوان,X X X X
مرحابة,X
عايزة اشوف الأول منيو المقبلات,X X X X X
عايز ابدل رقمي,X X X
فيني روح على قائمة تغيير البيانات,X X X X X X
ابغى غير رقم الموبايل حقي,X X X X X
ابا بدل رقم الجوال,X X X X
عايز ابدل رقم موبايلي,X X X X
ابا بدل رقم جوالي,X X X X
فيك تسويلي تعديل لارقام الجوال,X X X X X
كوتن,X
ارغب في اضافة العنوان,X X X X
عندكوا بيتزا سوبر سوبريم,X ItemName ItemName ItemName
عايز اراجع عالأوردر من فضلك,X X X X X
طبق كبير,X ItemSize
فيني اتواصل مع حدا من خدمة العملاء,X X X X X X X
فيك تراجع الطلبات بليز,X X X X
بدي اتحدث مع حدا من خدمة العملاء اذا بتريد,X X X X X X X X X
وش بدي سوي,X X X
بدي شي بليز,X X X
طيب,X
فيني الغي عنواني المسجل,X X X X
رجعني لقائمة تغيير البيانات,X X X X
بدي حاسب عالاوردر الحين,X X X X
من فضلك ضيف واحدة هابي ميل,X X X X ItemName ItemName
مساء النور,X X
شنو يعني هاي بالعربي,X X X Language
من فضلك عايز اسجل عنوان بيتي,X X X X X X
ابي غير العنوان دحين,X X X X
وش سوي الخطوة القادمة,X X X X
عايزة ستيك عليه ماشروم صوص,X ItemName Include Topping_Include Topping_Include
عايزة منيو السلطات اليومي بتاعكوا,X X X X X
القديم البيت تركت لانو البيت عنوان غير بدي,X X X X X X X X
داير ع بالى اشوف ايش طلب,X X X X X X
حياك,X
عايز اشوف الأكل الي بطلبوا على طول,X X X X X X X
ممكن تعرضلي المنيو,X X X
رقم الشقة,X X
هادفع كام,X X
العنوان الجديد تبعي,X X X
عايز اعدل عنواني,X X X
ما حدا وصل لاهلأ,X X X X
عايز ارجع للقائمة الرئيسية,X X X X
ممكن اغير رقم الموبايل,X X X X
فيك تنقلني للخطوة يلي بعد هيك بليز,X X X X X X X
شو المنيو اليوم,X X X
عايز اشوف المنيو,X X X
مادري ليش تأخر الاوردر,X X X X
هاخد مكرونة عليها بروكلي,X ItemName Include Topping_Include
عايز ازود وجبة الدويتو من فضلك,X X ItemName ItemName X X
عايز ارجع لقائمة تحديث البيانات,X X X X X
عايز احذف عنوان البيت,X X X X
هاتلي الفاتورة,X X
ياريت توصلني بانسان اتكلم معاه,X X X X X
هستلمه الساعة كام,X X X
عايزة ابدل عنواني,X X X
بدي سوي تغيير باللغة اذا بتريد,X X X X X X
شحو تعديل العنوان,X X X
قولي الاوردر فاضله قد ايه,X X X X X
بدي اطلب 3 بيج ماك,X X itemnumber ItemName ItemName
ممكن احط رقم البيت,X X X X
ازاي اسجل رقم الموبايل,X X X X
نعم,X
فيني اذهب للقائمة الرئيسية,X X X X
ارغب في تعديل العنوان,X X X X
ابغى شوف الطعام الموجود,X X X X
ابكم الفاتورة,X X
يسبةنسبيخ نخسيئؤ,X X
عندى مشكله ممكن تحلهالى,X X X X
عايز اتنين وجبة الميجا ماك حجم كبير,X X PredefinedMealName PredefinedMealName PredefinedMealName X ItemSize
فينا نراجع عالأوردر الحين,X X X X
عالسلامة,X
اديهالي حجم وسط,X X ItemSize
الطلبات لسة ما وصلتش,X X X X
ممكن استسفر عن حاجة,X X X X
لك وينو الاوردر تبعي,X X X X
عايزة اتواصل مع خدمة عملاء,X X X X X
عايز اتكلم مع حد من ممثلى خدمه العملاء,X X X X X X X X
عاوز اشوف الطلبات المفضلة,X X X X
عايز اضيف عنوان شقتي,X X X X
بدي الصفحة الرئيسية,X X X
عطيني الفاتورة اذا بدك,X X X X
بدياك تجاوبنى عن استفسارى,X X X X
عايز اضيف عنوان شقتي,X X X X
كنت عايز اشوف طلبي المفضل,X X X X X
وين الاوردر تبعي الحين,X X X X
اذا بدك تحاسبني بليز,X X X X
داير على بالى التناقش مع اى بنادم,X X X X X X X
عاوزين نطلب 2 فرخة مشوية مع طبق ارز كبير,X X itemnumber ItemName ItemName Include Topping_Include Topping_Include ItemSize
ابا شي من فضلك,X X X X
كنت عايزة اسأل عن حاجة,X X X X X
ابغى ارجع للمنيو يا خيي,X X X X X
هلأ بدي اطلب الجراند تشيكن ميل زيادة مايونيز,X X X PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include
رقم 3,X X
خليني امسح الوجبة العائلية,X X ItemName ItemName
عاوز ابدل رقمي القديم بواحد جديد,X X X X X X
ابغاك تطلبلي وجبة السوبر ستار,X X ItemName ItemName ItemName
ابغا نغير نومرو التلفون,X X X X
2 فول واحد وسط و واحد كبير,itemnumber ItemName X ItemSize X X X
هاضيف رقم موبايلي الجديد,X X X X
ممكن اعدل العنوان,X X X
عندكوا بيتزا سوبر سوبريم,X ItemName ItemName ItemName
وريني توتال الطلبات بتاعتي,X X X X
حابب اطلب 4 كبده اسكندرانى كبير عليهم طحينه ومن غير فلفل لو سمحت,X X itemnumber ItemName ItemName ItemSize Include Topping_Include Exclude Exclude Topping_Exclude X X
فيك تحذفلي هادي الوجبة العائلية,X X X ItemName ItemName
داير شوف الكارت,X X X
اريد اغير اللغة طال عمرك,X X X X X
فيك تحاسبني,X X
فيك توصلني للقائمة الرئيسية اذا بتريد,X X X X X X
وين الاوردر متاعي,X X X
بلكي تعطيني الشيك,X X X
5 ماك دينار ساندوتش صغيرين مع 2 باكت بطاطس,itemnumber PredefinedMealName PredefinedMealName X ItemSize Include X Topping_Include Topping_Include
لابد ان اغير عنوان المنزل,X X X X X
راح اسألك سؤال,X X X
ممكن اتابع الطلبات فاضلها قد ايه,X X X X X X
فيني راجع الاوردر اذا بتريد,X X X X X
مادابيك واحدة الفريدو باستا بالمشروم صوص,X itemnumber ItemName ItemName Topping_Exclude Topping_Exclude
ابغى الحساب يا اخي,X X X X
هاي وجبة التوفير بدي الغيها,X ItemName ItemName X X
بدي غير عنوان المنزل,X X X X
عايزة اشوف اوردراتي المتسجلة,X X X X
مرحبتين,X
عايزة اخد بيتزا خضروات حجم كبير,X X ItemName ItemName X ItemSize
اش كل هالوقت,X X X
ابي انظر عالمنيو,X X X
بدياك تفرجيني طعامي المفضل,X X X X
ممكن توديني لقائمة تغيير البيانات,X X X X X
بلغني تمن الاكل من فضلك,X X X X X
اريد تحويل اللغة الى الانكليزية,X X X X Language
صار بدي شيل هاي الفراخ المكسيكية,X X X X ItemName ItemName
اذا فيك تسويلي تعديل عنوان البيت,X X X X X X
و بعد كدا,X X X
بدي اسألك بشي شغلة,X X X X
بلكي استفسر عن شي,X X X X
لدي استفسار بشي,X X X
ابا اتحدث مع ممثل خدمة عملا,X X X X X X
هاطلب 3 بيتزا مارجريتا حجم كبير و زود بصل,X itemnumber ItemName ItemName X ItemSize X Include Topping_Include
شنو الاكل الي موجدود,X X X X
راح عطيك عنواني,X X X
كم وقت بياخد ليخلص,X X X X
عايزة مساعدة,X X
بدي ضيف عنوان البيت,X X X X
خليني تابع الاوردر بليز,X X X X
ممكن اعمل تعديل في عنوان بيتي,X X X X X X
عاوز احذف العنوان لو سمحت,X X X X X
بدي احذف هيدا العنوان بليز,X X X X X
عايز اشوف الأول منيو المقبلات,X X X X MenuName
زود صوص الماشروم,Include Topping_Include Topping_Include
احضر لي طبق مكرونة مع الماشروم,X X ItemName ItemName Include Topping_Include
بدياك تعرضلي طعامي المفضل,X X X X
عندكوا ايه مشروبات,X X MenuName
لفين وصل الاوردر15846 الان,X X OrderNumber X
شو يلي بعد هيك,X X X X
عايز اللغة الانجليزية لو سمحت,X X Language X X
هاخد 3 بيبروني بيتزا حجم كبير,X itemnumber ItemName ItemName X ItemSize
عايز اراجع على الاوردر من فضلك,X X X X X X
ارسل لي رابط قائمة تغيير البيانات,X X X X X X
هيك صار عنواني الجديد,X X X X
3 اطباق حلقات بصل مقلية,itemnumber X ItemName ItemName ItemName
ممكن اغير العنوان,X X X
هل يمكنني الذهاب للمرحلة التالية,X X X X X
طبق مكرونة بالجمبري كببر مع سلطة خضرا,ItemName ItemName ItemName ItemSize Include Topping_Include Topping_Include
لو سمحت عايز الغي عنواني,X X X X X
دلتلي الرقم ده 0564564545,X X X phone
فيني اتتبع الاوردر بليز,X X X X
فيك تبعتلي منيو المشروبات في اريجاتو,X X X X X X
ابغى اتواصل مع انسان,X X X X
ممكن توريتي قائمة المقبلات,X X X MenuName
افتح منيو المشاوي في روستو,X X X X X
غير العنوان,X X
عايز ادخل عنوان بيتي,X X X X
شو الاطباق الرئيسية يلي موجودة,X MenuName MenuName X X
بليز فيني اتواصل مع خدمة العملاء,X X X X X X
عايز الحساب دلوقتي لو سمحت,X X X X X
بدياك تفرجيني قائمة الاوردرات السابقة,X X X X X
ودى أعرف شغلات معينه,X X X X
عايزة اشوف الاوردرات المفضلة,X X X X
كنت عايز اضيف عنوان البيت,X X X X X
اطلبلي طبق بطاطس محمرة كبير,X ItemName ItemName ItemName ItemSize
عايزة الشيك لو سمحت,X X X X
غيرلى رقمى القديم اللى عندكو للرقم 0215693258,X X X X X X phone
عنوان جديد,X X
عايزة اشوف الأكل المسجل من قبل,X X X X X X
ممكن اشوف منيو بتاع انهردة,X X X X X
اعرضلي الاوردر من الأول,X X X X
بدي مارجريتا بيتزا,X ItemName ItemName
ابغا سوي تعديل بالعنوان,X X X X
داير ع بالى اطلب 8 ساندوتشات شيش طاووق كبير بدون كاتشب وسلطات مع اضافه الطحينه والمايونيز,X X X X itemnumber ItemName ItemName ItemName ItemSize Exclude Topping_Exclude Topping_Exclude Include Include Topping_Include Topping_Include
ابغى اشوف السلطات,X X MenuName
اقدر اشوف الاوردر من الاول,X X X X X
اعرضلي اكلي المفضل,X X X
فيك تخبرني بالحساب اذا بتريد,X X X X X
عايزة انتقل للخطوة التالية من فضلك,X X X X X X
وقتاش بيوصل الأكل,X X X
اعرضلي الاوردرت السابقة,X X X
ازاي بسجل رقم الموبايل,X X X X
وريني الاكل الي طلبته قبل كدا,X X X X X X
فاضل قد ايه عالأوردر,X X X X
اريد الاطلاع على المنيو من فضلك,X X X X X X
وريني الطلبات المسجلة,X X X
عايز اشوف الطلبات المسجلة,X X X X
فيني اعطيك العنوان الجديد,X X X X
اقدر اشوف الي طلبته قبل كدا,X X X X X X
فيني عدل العنوان,X X X
فينا نراجع الاوردر اذا بتريد,X X X X X
حابب اسألك عا شي,X X X X
عايزة اتابع معاك الاوردر أول بأول,X X X X X X
ممكن تعرضلي الطلبات المفضلة,X X X X
ابي شوف الاوردر حجي,X X X X
كنت عايز امسح عنواني,X X X X
معدتش عايز الفراخ المشوية الغيها,X X ItemName ItemName X
فرجينى قائمه هارديز,X X X
امتى هستلم الأوردر,X X X
حولى مكان السكان لمكان اخر,X X X X X
عايزة احدد عنوان المنزل,X X X X
اقدر اشوف الطلبات السابقة,X X X X
بليز اذا في مجال تسوي ديليت للرقم القديم,X X X X X X X X
عايز القائمة المفضلة,X X X
بدي غير رقم السليلار,X X X X
من فضلك اشوف الكارت بتاعي,X X X X X
خليني احذف وجبة الدويتو,X X ItemName ItemName
ممكن توريني الأكل الي طلبته قبل كدا,X X X X X X X
ممكن تبعتلي الحساب عالرقم ده 01157899634,X X X X X phone
خبرني كيف بعدل بياناتي,X X X X
خليني انتقل لقائمة تغيير البيانات,X X X X X
عايز ساندوتش سوسيس عليه مستردة,X ItemName ItemName Include Topping_Include
اقدر اغير رقم موبايلي,X X X X
حولني بمنيو الفطار بتاع ماكدونادز,X X X X X
امحي العنوان,X X
راح زودكن بالعنوان تبعي,X X X X
فيني شوف المنيو اذا بتريد,X X X X X
هلأ فيك تساعدني اذا بتريد,X X X X X
لوين صار الاوردر الحين,X X X X
حابب اسأل عن شي,X X X X
فاضل قديش وقت تايوصل الاوردر,X X X X X
شوكت بيوصل الأكل,X X X
يعطيك العافية,X X
اعرض لي قائمة الطعام,X X X X
تسمح اذا بنفرجينى ايه الاوردرات المحببه عندى,X X X X X X X
فيني اطلع على المنيو تبعي,X X X X X
حضرتك ممكن تمسح الرقم القديم,X X X X X
عايزة اضيف عنوان منزلي من فضلك,X X X X X X
عايزة اسجل عنوان البيت,X X X X
عايز اغير عنوان البيت,X X X X
ابغى غير عنوان البيت حقي,X X X X X
معليش حبيبي بغيت اغير رقم الجوال,X X X X X X
وش سوي بعد,X X X
داير اتحدث بالانجليزية,X X Language
اذا فيك تلغي البيج ماك ميل,X X X ItemName ItemName ItemName
هزود وجبة الجراند تشيكن,X ItemName ItemName ItemName
حابب اغير رقم الهاتف الخاص بى للرقم 94934434,X X X X X X X phone
محتاج 3 بيتزا خضروات حجم متوسط,X itemnumber ItemName ItemName X ItemSize
3 وجبات تربل بوكس و زود حلقات بصل مقلي,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName X Include Topping_Include Topping_Include Topping_Include
راح خبرك شو هي مشكلتي,X X X X X
سوف اقوم بتعديل رقم الهاتف,X X X X X
بدي سجل عنوان البيت اذا بتريد,X X X X X X
شلونج,X
شو بدي اعمل الحين,X X X X
فيك تفرجيني المنيو بليز,X X X X
الحي يلي بسكن فيه,X X X X
حولني بخدمة العملا لو سمحت,X X X X X
اعرضلي الكارت,X X
ابغى احاسب,X X
امسح عنوان البيت,X X X
هلأ اذا بدي ضيف رقم تاني شو بدي اعمول,X X X X X X X X X
ممكن اجدد الرقم المسجل,X X X X
ممكن اشوف الاوردرات الي طلبتها قبل كدا من فضلك,X X X X X X X X X
رايد اشوف ايه اللى انا طلبته منك,X X X X X X X
احضر لي طبق مكرونة مع الماشروم,X X ItemName ItemName Include Topping_Include
بلكى تعرفنى الاوردر رقم 9945 ليش ما وصل للحين,X X X X OrderNumber X X X X
خليني شوف الاكل يلي موجود,X X X X X
شو الخطوة التالية,X X X
اعرضلي وجبتي المفضلة,X X X
انا جوعان,X X
عايز اسجل عنواني,X X X
فيك تفرجيني ايش موجود بالمشروبات الساخنة,X X X X MenuName MenuName
مابغيت والو ابغى الشيك,X X X X
بدي انتقل للخطوة يلي بعد هيك,X X X X X X
بدي 3 فرايز حجم كبير بليز,X itemnumber ItemName X ItemSize X
عايز اعرف الاوردر بياخد وقت اد ايه,X X X X X X X
لو سمحت عايز ارجع للقائمة الرئيسية,X X X X X X
اشحالك,X
بدي سوي تغيير برقم الموبايل تبعي,X X X X X X
هاخد حجم كبير,X X ItemSize
سوف اقوم بتعديل عنواني,X X X X
خليني اشوف الاكل الي طلبته,X X X X X
عايزة ساندوتش هوت دوج عليها مايونيز,X ItemName ItemName ItemName Include Topping_Include
ابي تساعدني بهالهوشة,X X X
فيه مشكلة,X X
حابب شوف الطلبات السابقة,X X X X
امسح الرقم ده 0100000000,X X X phone
ابغى اتطلع على طلباتي يلي طلبتها من جبل,X X X X X X X X
هختار حجم كومبو,X X ItemSize
بغيت اغدي لقائمة تغيير البيانات,X X X X X
ابا مقلقل لحم,X ItemName ItemName
ايه الي بعد كدا,X X X X
عايزة القائمة الرئيسية,X X X
عايز اوريجينال انجوز بدون اضافة خيار مخلل,X PredefinedMealName PredefinedMealName Exclude Exclude Topping_Exclude Topping_Exclude
بلكي تابع الاوردر,X X X
حولى اللغه بعد اذنك,X X X X
اعرضلي قائمتي المفضلة,X X X
بغيت نغير البلاصة,X X X
اتمنى ان اتابع الاوردر,X X X X
عايز استفسر,X X
لقد استبدلت رقم هاتفي,X X X X
بلكى تغيرلى رقم الهاتف الخلوى حقى للرقم 20158476520,X X X X X X X phone
بغيت اضيف رقم جوال ثاني,X X X X X
بدي انتقل للخطوة التالية,X X X X
لو تسمح ممكن اغير رقمي القديم للرقم ده 0549140541,X X X X X X X X phone
حابب اطلب وجبة التشيكن تندر معاها رانش صوص,X X PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include Topping_Include
بدي الفاتورة الحين,X X X
راح اتحدث بالعربية,X X Language
اعرض لي منيو المقبلات,X X X MenuName
ابي بدل رقم الجوال حقي,X X X X X
هختار الالفريدو باستا,Include Topping_Include Topping_Include
سلطة كولسلو,ItemName ItemName
بدي خبركن بمحل الاقامة,X X X X
ورينى اخر اوردر طلبته اللى كان بعنوان 8495,X X X X X X X OrderNumber
المفروض اعمل ايه دلوقتي,X X X X
وريني طلبي المفضل,X X X
عايز اشوف الطلبات السابقة,X X X X
كنت عايزة وجبة الماك دينار,X X ItemName ItemName ItemName
حكيني بالنجليزية,X Language
فيك تحكي معي انجليزي,X X X Language
هل يمكنني الذهاب للمرحلة التالية,X X X X X
فيني شوف الأكل يلي بطلبوا عاطول,X X X X X X
زود مجموعة سلطات,X X ItemName
سجل لي العنوان ده,X X X X
ضيفلي العنوان هادا,X X X
ممكن اخد الشيك,X X X
اذا بتسمح ممكن تغيررقم الفون للرقم 01256398475,X X X X X X phone
عندي مشكلة في تسجيل البيانات,X X X X X
بدي مساعدة بليز,X X X
ابغى الشيك,X X
ممكن تعرفنى ازاى اغير رقم الفون القديم للرقم 01528476354,X X X X X X X X phone
صار لدي عنوان جديد,X X X X
هاطلب 2 بيتزا تشيكن سوبريم كل المكونات ما عدا بصل,X itemnumber ItemName ItemName ItemName X X Exclude Exclude Topping_Exclude
فيك تفرجيني شو انواع السلطات يلي عندكوا,X X X X MenuName X X
هلا أخوي,X X
فيني اخذ الفاتورة حجي,X X X X
شو يلي بعد هيك,X X X X
ابي شي,X X
بدي ضيف وجبة الدويتو,X X ItemName ItemName
ابي شوف الاوردرات يلي طلبتها من جبل,X X X X X X X
فيني اعطيك عنواني الجديد,X X X X
ابغى معرفه مكان الاوردر تحديدا,X X X X X
هدي العنوان حجي,X X X
اذا ما عليك امر ابغى اغير رقم الجوال,X X X X X X X X
عايزة اشوف طلبي المعتاد من فضلك,X X X X X X
فيك تخبرني قديش باقي من الوقت حتى يوصل الأكل,X X X X X X X X X
هل يمكنني الرجوع الى قائمة الطعام الاساسية,X X X X X X X
غيرت سكني,X X
ارغب في حل مشكلة ما,X X X X X
عاوز اتابع الأكل,X X X
فيني اطلع على الكارت تبعي,X X X X X
ابعتلي توتال تفاصيل الطلب,X X X X
عايز حسابي من فضلك,X X X X
داير اطلب الجراند تشيكن ميل,X X PredefinedMealName PredefinedMealName PredefinedMealName
هيوصلني الاوردر في خلال قد ايه,X X X X X X
فيني اعطيك محل الاقامة,X X X X
ابا احذف العنوان,X X X
محتاج اراجع الاوردر معكم,X X X X
ممكن توريني الطعام المفضل,X X X X
عايز 2 تشيز لوفرز بيتزا كبار منغير شيدر تشيز,X itemnumber ItemName ItemName ItemName ItemSize Exclude Topping_Exclude Topping_Exclude
ابا اسألك عا شي,X X X X
عايزة منيو الفرع ف وادي النيل,X X X X X X
انا بدي انتقل لقائمة تغيير البيانات,X X X X X X
بدي شوف المنيو تبع المطعم اذا بتريد,X X X X X X X
ودى فى تشيكن برجر مع الصوص الابيض,X X ItemName ItemName Include Topping_Include Topping_Include
لك ها,X X
عايز اتكلم بلغة اخرى,X X X X
ايه الي بعد الخطوة دي,X X X X X
انتهيت من عملية الطلب,X X X X
سويلي وجبة الجراند تشيكن اذا بتريد,X ItemName ItemName ItemName X X
شلون بعرف اذا فيه عروض,X X X X X
ممكن اضيف عنوان المنزل,X X X X
فيك تعرضلي منيو المشاوي,X X X MenuName
ابعتلي الحساب من فضلك,X X X X
خليني شوف المنيو بليز,X X X X
بدي شوف السندوتشات الموجودة,X X MenuName X
امسح وجبة الدويتو,X ItemName ItemName
فينا ننتقل للخطوة التالية,X X X X
ممكن استرجع الطلبات القديمة,X X X X
ابغى شوف الاوردرات المسجلة,X X X X
اريد ان انتهي من عملية الشراء من فضلك,X X X X X X X X
ايش لونج,X X
فيني شوف طعامي المفضل,X X X X
هل بامكاني الغاء العنوان,X X X X
عايز ابدل عنواني,X X X
ده رقمي الجديد 01234497858,X X X phone
عايز اعرف ايه الاكل المتاح,X X X X X
ابغى ترسلي ملخص الطلبات حقي,X X X X X
فرجيني تمن الاكل يلي طلبتوا,X X X X X
فيني راجع الطلبات,X X X
1 شيش طاووك كبير زيادة كاتشب,itemnumber ItemName ItemName ItemSize Include Topping_Include
ممكن اتابع الطلب,X X X
خليني اتحدث مع شي شخص,X X X X X
عايزة الغي العنوان المتسجل,X X X X
هاخد 3 بيتزا سوبر سوبريم مع بطاطس ويدجز,X itemnumber ItemName ItemName ItemName Include Topping_Include Topping_Include
بدلى العنوان اذا سمحت,X X X X
ابغى الفاتورة,X X
عايز اشوف الأكل المفضل,X X X X
هدي رقم الجوال حجي,X X X X
عفاك تزودلي خبز,X Include Topping_Include
بدي 3 فرايز حجم كبير بليز,X itemnumber ItemName X ItemSize X
هدى العنوان,X X
شو الاكل اليوم,X X X
ممكن اشوف الاكل المفضل,X X X X
فرجيني المنيو بليز,X X X
صار لدي منطقة سكن مختلفة,X X X X X
فرجيني شو يلي موجود اليوم,X X X X X
ازاي بسجل البيانات,X X X
بدي تابع هاي 5214412,X X X OrderNumber
افتح المنيو لو سمحت,X X X X
ممكن اطلب 9 شاورما فراخ كبير من غير ثوميه وكاتشب مع اضافه الطحينه,X X itemnumber ItemName ItemName ItemSize Exclude Exclude Topping_Exclude Topping_Exclude Include Include Topping_Include
صرت بدي اسألك عا شي,X X X X X
فيك تعرضلي المنيو,X X X
بدي اطلب 2 ساندوتش شاورما فراخ اذا سمحت,X X itemnumber ItemName ItemName ItemName X X
ممكن ارجع لقائمة تغيير البيانات,X X X X X
وريني المنيو,X X
هذا هو رقم الهاتف الخلوى الجديد حقى 01548756258,X X X X X X X phone
داير غير رقم جوالي,X X X X
وجبة كبيرة,X ItemSize
خنشوف الكارت,X X
عايز وجبات سريعة الي في ماك,X X X X X X
كان بدي اعطيك عنواني,X X X X
بدي اتحدث مع انسان,X X X X
بدى اغير مكان السكن المسجل لديكم,X X X X X X
ابى شوف المنيو يا خيي,X X X X X
فيني اخذ الحساب حجي,X X X X
ارغب في تعديل رقم المحمول,X X X X X
ابا بدل رقم جوالي,X X X X
بدي طبق شريمب كبير معه سويت اند صور صوص,X ItemName ItemName ItemSize Include Topping_Include Topping_Include Topping_Include X
وشنو كاين الاوردر,X X X
وشهو بعد,X X
بدي اطلب 2 بيتزا بيبروني كبار معهم كاتشب بليز,X X itemnumber ItemName ItemName ItemSize Include Topping_Include X
عايزة اغير الرقم المسجل,X X X X
شو بعد هيك,X X X
عايز ادفع الحساب,X X X
يفضل تكلمني عربي,X X Language
بدياك تورينى منيوهات الاطفال فى ماكدونالدز,X X X X X X
اعرضلي منيو الوجبات العائلية في بيتزا هت,X X X X X X X
كنت عايزة قائمة تعديل البيانات من فضلك,X X X X X X X
داير على بالى القى نظره على الاشيا اللى طلبتها,X X X X X X X X X
من فضلك ممكن 3 سجق بلدى عليهم بصل وفلفل ومن غير طحينه وطماطم,X X X itemnumber ItemName ItemName Include Topping_Include Topping_Include Exclude Exclude Topping_Exclude Topping_Exclude
فيك تفرجيني الطعام يلي موجود,X X X X X
كنت عايز اراجع الاوردر لو سمحت,X X X X X X
فيك تخبرني بمعاد وصول الاوردر,X X X X X
عايزة احاسب,X X
داير شوف الأشياء الي طلبتها يا خيي,X X X X X X X
عايزة اراجع على الأوردر,X X X X
ابغى شوربة سيفوود,X ItemName ItemName
من فضلك احذف وجبة البيج ماك,X X X ItemName ItemName ItemName
لوين صار الاوردر,X X X
اهو ابدل رقم هاتفى الخلوى للرقم 458569877,X X X X X X phone
كنت عايزة اعمل تعديل في العنوان,X X X X X X
سوف غير رقمي 01143564753,X X X phone
بيبسي,ItemName
عايزة اغير عنوان بيتي,X X X X
من فضلك 3 شاورما ساندوتش و شيل التومية,X X itemnumber ItemName ItemName X Exclude Topping_Exclude
ابغى بدل رقم هاتفي,X X X X
كيف اقوم بادخال العنوان,X X X X
فيني ضيف عنوان البيت,X X X X
فيني زودكوا بعنوان منزلي,X X X X
0374034863 هذا هو الرقم اللى عايز احطه كرقم رئيسى,phone X X X X X X X X
بدي اطلع على القائمة المفضلة تبعي,X X X X X X
هاطلب كمان 2 بيتزا بيبروني معاها رانش صوص,X X itemnumber ItemName ItemName Include Topping_Include Topping_Include
فيني اتتبع الطلبات,X X X
هيوصلنى في خلال قد ايه,X X X X X
عايز اضيف عنواني الجديد,X X X X
ايه هى محتويات الاوردر السابق,X X X X X
ابا اعرف كيف اسوي الاوردر يا خيي,X X X X X X X
بدي شوف الكارت تبعي,X X X X
ابا غير رقمي,X X X
رفعت طلب للتسجيل قبل اسبوع واتصلت بخدمة العملاء ورفعت ايميل ثاني ولا احد رد علي,X X X X X X X X X X X X X X X
عاوز اتواصل مع انسان,X X X X
ايه المنيو النهاردة,X X X
فينى اعطيك عنواني الجديد,X X X X
الاختيار الثالث,X X
اهلآ بيك,X X
كنت عايز الغي وجبة الجراند تشيكن,X X X ItemName ItemName ItemName
